UKPRN,HE Provider,Austria,Belgium,Bulgaria,Canary Islands,Croatia,Cyprus (European Union),Cyprus not otherwise specified,Czech Republic,Denmark,Estonia,Finland,France,French Guiana,Germany,Gibraltar,Greece,Guadeloupe,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Martinique,Mayotte,Netherlands,Poland,Portugal,Romania,Réunion,Slovakia,Slovenia,Åland Islands,Spain,Sweden,European Union not otherwise specified,Total European Union,Total
10007857,Bangor University,5,10,15,0,5,30,0,15,5,0,10,95,0,40,5,55,0,0,75,35,0,0,5,5,0,0,10,15,5,30,0,10,0,0,35,10,0,535,"1,965"
10000571,Bath Spa University,5,10,5,0,0,15,0,5,0,0,5,20,0,20,10,15,0,0,10,15,0,0,5,0,0,0,10,20,15,5,0,0,0,0,35,10,0,235,575
10007850,The University of Bath,30,75,90,0,0,120,0,20,10,10,5,355,0,135,15,155,0,20,55,190,5,15,35,10,0,0,45,45,60,65,0,10,5,0,225,25,0,"1,825","5,570"
10007152,University of Bedfordshire,5,5,30,0,5,30,0,10,0,5,5,20,0,10,5,150,0,10,65,40,5,30,0,0,0,0,5,160,110,995,0,5,0,0,15,5,0,"1,725","3,485"
10005343,Queen's University Belfast,5,5,5,0,5,10,0,10,5,0,5,50,0,25,0,25,0,5,780,25,0,0,0,5,0,0,10,10,0,10,0,0,0,0,25,5,0,"1,025","3,780"
10037544,BIMM University,10,10,10,0,5,15,0,5,10,10,10,90,0,40,5,15,0,5,30,95,10,25,5,5,0,0,20,40,75,15,0,5,0,0,45,70,0,675,825
10007760,Birkbeck College,10,15,15,0,10,5,0,10,10,0,10,45,0,65,0,70,0,15,20,165,5,15,0,0,0,0,10,45,25,40,0,10,0,0,60,15,0,690,"1,375"
10007140,Birmingham City University,5,15,60,0,15,45,0,5,10,10,10,25,0,15,5,20,0,5,85,50,15,40,0,0,0,0,20,25,85,145,0,0,0,0,35,15,0,755,"2,960"
10006840,The University of Birmingham,20,45,65,0,5,85,0,15,5,5,10,115,0,145,0,135,0,25,125,180,5,25,15,45,0,0,65,55,40,200,0,20,5,0,95,25,0,"1,575","9,125"
10000712,University College Birmingham,0,5,30,0,110,30,0,145,0,20,0,45,0,20,5,10,0,5,10,30,10,30,0,0,0,0,5,40,220,80,0,45,5,0,195,5,0,"1,105","1,600"
10000894,Bristol Baptist College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007811,Bishop Grosseteste University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
10004061,Bloomsbury Institute,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,50
10006841,The University of Bolton,0,5,10,0,0,40,0,0,0,0,0,0,0,25,0,20,0,0,25,5,0,0,0,0,0,0,0,10,5,5,0,0,0,0,5,0,0,175,585
10000385,The Arts University Bournemouth,0,5,25,0,5,5,0,5,0,5,5,15,0,15,5,10,0,5,5,25,5,10,5,0,0,0,5,15,20,10,0,0,0,0,20,5,0,230,560
10000824,Bournemouth University,5,15,90,0,0,20,0,15,20,10,45,40,0,55,5,50,0,10,20,80,15,25,5,5,0,0,35,30,35,40,0,0,0,0,65,20,0,760,"2,200"
10031982,BPP University,5,10,15,0,0,10,0,5,5,0,10,40,0,20,5,20,0,5,30,40,5,5,5,5,0,0,30,25,5,20,0,5,0,0,15,15,0,365,"2,840"
10007785,The University of Bradford,0,0,20,0,10,20,0,15,0,20,0,10,0,20,0,70,0,0,30,10,5,5,0,0,0,0,15,75,20,35,0,0,0,0,10,0,0,400,"1,415"
10000886,The University of Brighton,15,35,20,0,0,60,0,15,10,5,30,80,0,80,10,125,0,10,85,120,5,10,10,10,0,0,40,35,25,20,0,5,0,0,90,20,0,975,"2,685"
10000936,The University College of Osteopathy,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50
10007786,The University of Bristol,20,35,25,0,10,145,0,20,10,10,10,180,0,105,5,145,0,15,55,115,0,20,15,5,0,0,35,35,25,85,0,15,0,0,150,20,0,"1,305","6,505"
10000961,Brunel University London,5,20,25,5,5,40,0,10,10,10,10,45,0,45,5,75,0,5,65,95,5,35,0,20,0,0,20,50,95,85,0,10,0,0,70,20,0,895,"4,110"
10000975,Buckinghamshire New University,5,20,10,0,10,10,0,10,0,10,0,65,0,20,5,10,0,5,200,60,5,15,5,0,0,0,10,125,55,30,0,0,0,0,25,5,0,715,800
10007787,The University of Buckingham,0,5,0,0,0,10,0,0,0,0,0,15,0,20,0,5,0,5,10,15,0,5,0,0,0,0,10,0,5,5,0,0,0,0,15,0,0,130,880
10022021,UK College of Business and Computing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
10010308,Cambridge Arts and Sciences Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,195
10007788,The University of Cambridge,70,75,60,0,20,105,0,60,45,10,25,235,0,490,5,135,0,135,110,240,15,60,20,5,0,0,125,155,45,130,0,40,20,0,135,55,0,"2,625","7,350"
10032072,The Cambridge Theological Federation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10003324,The Institute of Cancer Research,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35
10001143,Canterbury Christ Church University,0,10,20,0,35,75,0,0,0,0,0,15,0,10,25,25,0,0,60,20,0,5,0,5,0,0,10,10,10,25,0,55,0,0,40,5,0,475,665
10007814,Cardiff University,10,35,110,5,10,130,0,15,15,5,10,145,0,85,10,185,0,25,90,135,10,25,25,30,0,0,40,75,20,55,0,5,0,0,105,25,5,"1,435","8,620"
10007854,Cardiff Metropolitan University,0,5,5,0,0,15,0,5,0,0,0,15,0,45,50,20,0,0,25,15,5,5,0,0,0,0,5,10,5,5,0,0,0,0,15,0,0,265,"1,340"
10007141,The University of Central Lancashire,15,5,20,0,5,50,0,15,5,5,5,15,0,80,30,35,0,5,50,20,20,30,0,0,0,0,5,30,35,30,0,5,0,0,30,5,0,565,"2,720"
10007848,University of Chester,0,0,0,0,0,25,0,5,0,0,0,5,0,10,15,10,0,0,45,10,0,0,0,5,0,0,5,5,0,5,0,0,0,0,25,0,0,185,990
10007137,The University of Chichester,0,0,5,0,5,5,0,10,0,5,5,0,0,10,5,5,0,0,5,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,100,170
10001546,The College of Integrated Chinese Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10001419,Christie's Education Limited,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45
10010213,The City College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001478,"City, University of London",45,50,70,0,10,90,0,25,30,0,20,165,0,205,10,280,0,20,45,355,15,65,20,5,0,0,40,60,40,85,0,5,0,0,105,35,50,"1,960","7,170"
10007912,Cliff College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
10001653,Conservatoire for Dance and Drama,0,10,0,0,0,0,0,0,5,0,10,30,0,15,0,5,0,0,15,35,0,0,0,5,0,0,5,5,5,0,0,0,0,0,10,5,0,170,545
10007761,Courtauld Institute of Art,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,30,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,85,215
10034324,Court Theatre Training Company Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10001726,Coventry University,5,60,400,5,45,160,0,25,10,40,20,115,0,60,0,130,0,30,80,110,125,450,10,5,0,0,25,405,610,615,0,45,5,0,105,15,0,"3,680","12,000"
10007822,Cranfield University,5,10,0,0,0,10,0,5,10,0,0,205,0,50,0,55,0,5,15,65,0,0,0,5,0,0,35,15,10,5,0,0,0,0,155,5,0,670,"2,025"
10006427,University for the Creative Arts,5,10,30,0,5,40,0,15,0,0,10,25,0,15,5,25,0,5,10,30,20,60,5,0,0,0,10,25,45,20,0,5,0,0,35,5,0,465,"1,080"
10007842,University of Cumbria,5,0,0,0,0,5,0,0,0,0,0,15,0,150,5,0,0,0,45,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,245,360
10001883,De Montfort University,5,10,50,0,10,195,0,10,5,10,5,25,0,20,0,30,0,5,40,45,5,95,0,5,0,0,30,415,50,30,0,15,0,0,25,35,0,"1,175","5,290"
10007851,University of Derby,30,5,20,0,35,75,0,135,0,0,5,20,0,20,5,45,0,0,25,25,15,75,0,0,0,0,25,90,45,85,0,35,0,0,45,10,0,875,"1,765"
10007852,The University of Dundee,10,15,55,5,5,30,0,15,20,5,40,70,0,105,0,40,0,20,100,70,15,35,15,10,0,0,15,45,10,15,0,15,0,0,65,35,0,895,"2,615"
10007143,University of Durham,25,40,25,0,5,65,0,25,10,10,10,135,0,170,5,65,0,40,25,130,15,15,20,5,0,0,35,40,15,40,0,10,0,0,55,25,0,"1,065","5,755"
10007789,The University of East Anglia,15,30,25,0,5,100,0,10,5,5,5,75,0,65,10,40,0,10,30,80,25,80,15,0,0,0,25,40,25,35,0,0,0,0,85,15,0,850,"3,795"
10007144,The University of East London,10,15,20,0,5,10,0,5,5,0,5,25,0,40,5,45,0,10,30,65,5,10,0,0,0,0,10,15,25,80,0,0,0,0,30,10,5,495,"1,875"
10032282,The Queen's Foundation for Ecumenical Theological Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10007823,Edge Hill University,0,0,0,0,5,5,0,0,0,0,0,5,0,5,5,5,0,0,25,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,0,0,95,340
10007772,Edinburgh Napier University,20,20,90,5,5,30,0,25,25,5,30,155,0,350,0,70,0,25,180,160,10,15,10,15,0,0,30,60,20,25,0,20,0,0,115,45,25,"1,590","2,850"
10007790,The University of Edinburgh,105,125,85,5,30,180,0,60,75,25,80,250,0,505,0,275,0,75,235,320,35,115,40,25,0,0,210,210,50,90,0,90,30,0,340,135,0,"3,805","13,185"
10007791,The University of Essex,15,25,95,0,50,300,0,40,25,35,20,260,0,80,0,135,0,20,60,150,25,105,10,5,0,0,15,95,45,210,0,30,5,0,105,30,0,"1,995","4,720"
10007792,The University of Exeter,30,75,30,0,5,25,0,25,10,0,15,360,0,135,10,60,0,40,40,145,0,20,30,5,0,0,55,35,50,45,0,10,5,0,165,35,5,"1,460","6,330"
10008640,Falmouth University,5,5,70,0,5,15,0,15,0,5,0,30,0,25,5,10,0,0,10,35,10,65,5,0,0,0,5,15,10,70,0,15,0,0,20,5,0,445,690
10045476,Met Film School Limited,5,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,5,10,0,0,0,0,0,0,0,5,10,5,0,0,0,0,10,10,0,85,170
10004511,The National Film and Television School,5,5,0,0,0,0,0,0,5,0,5,10,0,10,0,0,0,5,0,15,0,0,0,0,0,0,5,5,5,0,0,0,0,0,10,5,0,105,165
10038763,ForMission Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10022087,Futureworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,20
10007762,Glasgow Caledonian University,5,10,95,0,5,35,0,5,15,0,40,45,0,85,0,80,0,15,150,85,10,15,0,10,0,0,10,60,5,15,0,10,5,0,50,35,0,905,"2,105"
10002681,Glasgow School of Art,0,5,10,0,5,10,0,0,10,0,5,40,0,30,0,20,0,10,20,10,5,10,5,5,0,0,5,25,5,10,0,5,0,0,10,15,0,280,805
10007794,The University of Glasgow,55,55,130,0,20,55,170,90,35,15,105,275,0,365,5,225,0,100,150,320,30,85,35,20,0,0,80,105,20,70,0,140,15,0,255,95,0,"3,135","9,685"
10007145,University of Gloucestershire,0,0,10,0,0,5,0,5,0,10,0,10,0,10,0,5,0,0,5,10,5,0,0,0,0,0,5,10,5,5,0,0,0,0,10,5,0,120,510
10007833,Glyndŵr University,15,0,5,0,0,5,0,5,0,0,5,255,0,480,0,5,0,0,5,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,805,870
10002718,Goldsmiths College,10,20,15,0,5,20,0,5,20,5,10,85,0,125,0,60,0,10,25,170,10,20,10,5,0,0,35,40,30,30,0,10,0,0,85,30,5,900,"2,830"
10007146,The University of Greenwich,15,15,135,0,10,15,0,30,10,10,10,65,0,75,5,75,0,10,50,155,35,160,5,5,0,0,25,50,75,230,0,10,0,0,50,15,0,"1,355","4,115"
10007937,GSM London,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75
10007825,Guildhall School of Music and Drama,5,0,10,0,0,0,0,0,0,0,0,15,0,15,0,10,0,0,10,10,5,5,0,0,0,0,10,15,20,0,0,0,0,0,30,5,0,175,360
10040812,Harper Adams University,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,5,0,0,65,5,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,115,260
10080811,Hartpury University,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,15,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,65,145
10007764,Heriot-Watt University,15,15,20,0,5,30,0,10,5,5,20,240,0,120,0,85,0,15,40,95,5,5,5,5,0,0,40,40,15,10,0,10,5,0,75,30,0,960,"3,160"
10007147,University of Hertfordshire,5,5,15,5,15,65,0,10,20,5,10,30,0,40,5,35,0,10,130,50,10,30,5,5,0,0,15,65,125,40,0,10,0,0,70,10,15,850,"4,550"
10007148,The University of Huddersfield,0,5,35,0,0,105,0,20,5,0,5,40,0,20,0,40,0,0,10,25,15,50,0,0,0,0,10,45,10,70,0,15,0,0,15,5,0,550,"3,180"
10007149,The University of Hull,5,5,15,0,0,65,0,0,5,0,5,215,0,30,5,30,0,10,20,25,5,15,5,5,0,0,15,30,15,50,0,5,0,0,30,5,0,620,"2,240"
10003270,"Imperial College of Science, Technology and Medicine",60,120,40,5,10,175,0,30,20,15,20,550,0,325,0,295,0,60,90,380,10,30,40,15,0,0,70,130,90,190,0,40,15,0,425,50,0,"3,305","10,075"
10004023,London College of International Business Studies Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,15
10035638,Institute of Contemporary Music Performance,0,10,5,0,0,0,0,0,5,0,5,30,0,10,0,10,0,0,5,55,0,5,0,0,0,0,5,15,20,5,0,0,0,0,20,25,0,235,320
10007767,Keele University,0,5,0,0,0,40,0,0,0,0,5,20,0,10,5,25,0,0,25,25,0,5,5,0,0,0,10,10,5,10,0,0,0,0,25,0,0,240,920
10003566,Kensington College of Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007150,The University of Kent,15,70,40,0,10,85,0,15,10,5,20,300,0,115,15,165,0,25,30,180,10,20,25,10,0,0,35,25,35,70,0,5,0,0,140,25,0,"1,495","4,190"
10003645,King's College London,100,160,155,0,10,95,0,55,55,25,70,800,0,505,5,210,0,70,110,580,15,45,60,15,0,0,135,175,80,195,0,45,10,0,325,110,0,"4,230","12,385"
10008325,KLC School of Design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
10003678,Kingston University,15,15,30,0,5,35,0,5,10,5,5,40,0,60,35,70,0,15,80,110,15,10,5,5,0,0,15,35,30,45,0,10,5,0,55,20,0,785,"3,320"
10009285,Kogan Academy of Dramatic Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007768,The University of Lancaster,15,30,115,0,5,145,0,10,5,5,5,120,0,105,0,85,0,20,20,95,25,40,10,0,0,0,20,105,80,105,0,5,0,0,200,10,0,"1,390","4,695"
10066551,LCCM AU UK Limited,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,40,55
10003854,Leeds Arts University,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,45,165
10003861,Leeds Beckett University,5,5,5,0,0,95,0,5,5,0,0,15,0,30,15,30,0,5,40,25,5,5,0,15,0,0,20,15,10,15,0,5,0,0,35,5,0,410,"1,385"
10034449,Leeds Conservatoire,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,35,90
10007795,The University of Leeds,10,40,125,0,10,190,0,15,15,10,10,125,0,80,5,140,0,15,45,210,20,65,10,5,0,0,40,90,30,75,0,5,5,0,140,20,0,"1,545","9,235"
10003863,Leeds Trinity University,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,40,50
10007796,The University of Leicester,5,15,20,0,5,150,0,0,5,0,10,55,0,25,5,55,0,10,15,75,0,40,5,0,0,0,5,50,10,30,0,5,5,0,40,15,0,640,"3,985"
10007151,The University of Lincoln,0,0,0,0,0,15,0,5,0,5,5,5,0,45,0,20,0,0,10,15,0,5,0,0,0,0,5,20,5,20,0,0,0,0,20,0,0,220,"1,075"
10003956,Liverpool Hope University,0,0,0,0,0,0,0,0,0,5,0,10,0,5,10,5,0,0,35,5,0,0,0,0,0,0,0,10,0,5,0,0,0,0,10,5,0,110,180
10003957,Liverpool John Moores University,5,10,10,0,0,30,0,0,5,0,0,20,0,35,45,50,0,5,90,50,5,5,0,5,0,0,10,10,15,10,0,5,0,0,25,5,0,455,"1,775"
10003945,The Liverpool Institute for Performing Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,185
10006842,The University of Liverpool,5,10,40,0,10,75,0,20,5,5,5,60,0,50,15,75,0,10,95,105,0,15,0,5,0,0,30,115,50,85,0,20,0,0,80,15,0,"1,005","8,715"
10003958,Liverpool School of Tropical Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,35,175
10007162,"University of the Arts, London",50,60,40,0,10,45,0,25,50,20,30,355,0,215,5,100,0,35,55,395,30,55,5,10,0,0,60,190,170,90,5,25,15,0,215,90,0,"2,450","9,695"
10007769,London Business School,5,20,0,0,0,5,0,0,10,0,0,45,0,70,0,15,0,0,5,45,0,0,5,0,0,0,20,10,20,5,0,0,0,0,35,5,0,325,"1,580"
10007797,University of London (Institutes and activities),0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,90
10039082,City and Guilds of London Art School,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,25
10015506,The London College UCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,10
10004048,London Metropolitan University,5,15,20,0,5,10,0,5,10,5,20,30,0,50,5,30,0,5,25,135,0,20,0,0,0,0,10,55,15,40,0,10,0,0,65,10,0,590,965
10004078,London South Bank University,5,20,30,0,5,10,0,5,5,0,5,35,0,60,0,25,0,10,55,70,10,20,5,0,0,0,40,30,25,40,0,5,0,0,45,35,0,590,"1,575"
10004063,London School of Economics and Political Science,70,85,15,0,5,65,0,20,50,0,40,495,0,435,0,115,0,25,55,270,5,10,20,5,0,0,90,80,35,30,0,20,5,0,90,40,0,"2,180","8,000"
10007771,London School of Hygiene and Tropical Medicine,0,0,0,0,0,0,0,0,0,0,0,15,0,25,0,5,0,0,5,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,105,605
10022285,London School of Management Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
10004075,London School of Theology,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30
10004079,London Studio Centre,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,40,60
10062810,The London School of Architecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
10008289,The London Institute of Banking & Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10004035,The Film Education Training Trust Limited,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20
10004113,Loughborough University,15,55,40,0,5,45,0,10,5,5,5,120,0,90,10,80,0,15,40,65,0,15,20,10,0,0,30,35,25,55,0,5,0,0,85,15,0,885,"4,145"
10009612,Luther King House Educational Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10004180,The Manchester Metropolitan University,5,25,35,0,0,135,0,15,10,5,10,35,0,60,25,75,0,5,85,80,15,15,5,5,0,0,30,50,25,65,0,10,0,0,75,10,0,915,"2,600"
10007798,The University of Manchester,30,70,150,5,20,180,0,45,20,25,25,250,0,165,5,220,0,75,90,315,20,150,20,5,0,0,55,125,80,445,0,40,5,0,295,35,0,"2,980","14,440"
10009527,Istituto Marangoni Limited,10,15,5,0,0,0,0,5,0,0,0,20,0,10,0,5,0,5,0,45,0,5,0,0,0,0,0,5,10,5,0,5,0,0,60,15,0,230,725
10023452,The Markfield Institute of Higher Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10020416,Missio Dei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10030776,St Mellitus College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004320,The Metanoia Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10004351,Middlesex University,5,20,45,0,10,10,0,130,55,10,10,45,0,60,5,50,0,5,55,95,25,170,0,20,0,0,20,325,420,85,0,75,5,0,70,60,0,"1,895","4,580"
10004365,Millennium Performing Arts Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10004450,Mountview Academy of Theatre Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,50
10023454,Moorlands College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000216,All Nations Christian College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,20
