UKPRN,HE provider,Female,Male,Other,Not known,Total
10010308,Cambridge Arts and Sciences Limited,100,30,0,0,130
10007788,The University of Cambridge,"10,805","11,215",130,0,"22,155"
10032072,The Cambridge Theological Federation,60,50,0,0,110
10003324,The Institute of Cancer Research,205,100,0,0,305
10001143,Canterbury Christ Church University,"10,670","5,675",10,0,"16,355"
10007814,Cardiff University,"19,790","13,650",70,0,"33,510"
10007854,Cardiff Metropolitan University,"6,180","5,250",5,0,"11,435"
10057213,CEG UFP Limited,130,350,0,0,480
10007141,The University of Central Lancashire,"16,320","11,610",10,0,"27,945"
10024024,Central Film School London,30,40,0,0,70
10007848,University of Chester,"9,665","4,535",15,0,"14,210"
10007137,The University of Chichester,"3,750","2,195",0,0,"5,945"
10001386,Chicken Shed Theatre Company,60,35,0,0,95
10001546,The College of Integrated Chinese Medicine,165,25,0,0,190
10001419,Christie's Education Limited,40,5,0,0,45
10026921,Christ the Redeemer College,115,95,0,0,210
10010213,The City College,60,10,0,0,70
10001478,"City, University of London","12,340","8,980",10,0,"21,325"
10007912,Cliff College,85,55,0,0,145
10066502,The College of Health Ltd,175,105,0,0,285
10023442,The College of Osteopaths,15,25,0,0,40
10001653,Conservatoire for Dance and Drama,735,305,5,0,"1,050"
10081618,The Council of the Inns of Court,45,40,0,0,85
10007761,Courtauld Institute of Art,455,110,5,0,570
10034324,Court Theatre Training Company Ltd,20,20,0,0,40
10001726,Coventry University,"19,115","19,975",50,0,"39,145"
10007822,Cranfield University,"1,465","3,590",5,0,"5,055"
10006427,University for the Creative Arts,"5,310","2,965",145,0,"8,420"
10007842,University of Cumbria,"6,050","3,200",30,0,"9,280"
10026767,Dartington Hall Trust (The),80,35,0,0,115
10015688,David Game College Ltd,120,75,0,0,195
10001883,De Montfort University,"15,355","12,150",30,0,"27,535"
10007851,University of Derby,"12,900","8,220",165,0,"21,285"
10007852,The University of Dundee,"10,460","5,755",10,0,"16,230"
10007143,University of Durham,"11,065","9,575",5,0,"20,645"
10007789,The University of East Anglia,"11,020","7,885",75,0,"18,975"
10007144,The University of East London,"9,775","7,605",10,0,"17,395"
10032282,The Queen's Foundation for Ecumenical Theological Education,220,145,0,0,365
10007823,Edge Hill University,"10,105","4,470",0,0,"14,575"
10007772,Edinburgh Napier University,"8,130","6,730",10,0,"14,870"
10007790,The University of Edinburgh,"23,260","14,440",130,0,"37,830"
10022047,Empire College London Limited,80,90,0,0,170
10007791,The University of Essex,"10,260","8,175",30,0,"18,465"
10008173,University College of Estate Management,935,"2,075",5,0,"3,015"
10002313,ESCP Europe Business School,250,280,0,0,535
10007792,The University of Exeter,"16,230","13,960",60,0,"30,250"
10008640,Falmouth University,"3,560","2,500",105,0,"6,170"
10033187,Fairfield School of Business Ltd,15,10,0,0,30
10045476,Met Film School Limited,220,210,0,0,430
10004511,The National Film and Television School,285,250,5,0,540
10038763,ForMission Ltd,40,45,0,0,85
10022087,Futureworks,90,325,5,0,415
10042500,Global Banking School Limited,705,935,0,0,"1,640"
10007762,Glasgow Caledonian University,"11,050","7,975",10,0,"19,030"
10002681,Glasgow School of Art,"1,570",755,40,0,"2,365"
10007794,The University of Glasgow,"22,145","14,695",305,0,"37,145"
10007145,University of Gloucestershire,"4,860","3,290",40,0,"8,190"
10007833,Glyndŵr University,"4,450","3,015",20,0,"7,485"
10002718,Goldsmiths College,"6,555","3,240",35,0,"9,830"
10030408,Gower College Swansea,35,25,0,0,65
10007146,The University of Greenwich,"12,855","9,905",0,0,"22,760"
10007825,Guildhall School of Music and Drama,520,540,5,0,"1,065"
10040812,Harper Adams University,"3,030","2,100",10,0,"5,135"
10080811,Hartpury University,"1,520",680,0,0,"2,200"
10007764,Heriot-Watt University,"4,310","6,830",55,0,"11,200"
10007147,University of Hertfordshire,"15,975","14,125",0,0,"30,100"
10007148,The University of Huddersfield,"12,040","8,500",75,0,"20,610"
10007149,The University of Hull,"8,530","6,010",70,0,"14,615"
10003239,ICON College of Technology and Management,"1,015",735,0,0,"1,750"
10003270,"Imperial College of Science, Technology and Medicine","9,050","12,315",5,0,"21,370"
10013220,Institute of Art - London Limited,355,40,5,0,395
10067388,The Institute of Ismaili Studies,50,25,0,0,75
10035638,Institute of Contemporary Music Performance,445,625,15,0,"1,080"
10082728,INTO University Partnerships Limited,20,40,0,0,55
10029682,The Islamic College,55,45,0,0,100
10082570,Kaplan International Colleges U.K. Limited,145,395,0,0,540
10021682,Kaplan Open Learning,"1,230",620,5,0,"1,850"
10007767,Keele University,"6,965","4,530",10,0,"11,505"
10003566,Kensington College of Business,35,20,0,0,60
10007150,The University of Kent,"9,985","8,575",25,0,"18,585"
10003645,King's College London,"24,365","13,330",750,0,"38,445"
10008325,KLC School of Design,175,15,0,0,185
10003678,Kingston University,"10,550","7,880",75,0,"18,500"
10003758,LAMDA Limited,175,130,5,0,310
10007768,The University of Lancaster,"9,065","8,380",25,0,"17,470"
10066551,LCCM AU UK Limited,35,45,0,0,85
10003854,Leeds Arts University,"1,715",575,5,0,"2,295"
10003861,Leeds Beckett University,"12,695","10,990",0,0,"23,690"
10003798,Le Cordon Bleu Limited,235,90,5,0,325
10034449,Leeds Conservatoire,520,"1,005",0,0,"1,530"
10007795,The University of Leeds,"21,620","15,175",45,0,"36,840"
10003863,Leeds Trinity University,"4,425","3,275",5,0,"7,705"
10007796,The University of Leicester,"8,520","7,580",0,0,"16,100"
10007151,The University of Lincoln,"9,570","7,975",20,0,"17,565"
10003956,Liverpool Hope University,"3,720","1,940",30,0,"5,685"
10003957,Liverpool John Moores University,"14,990","12,210",0,0,"27,200"
10003945,The Liverpool Institute for Performing Arts,550,395,5,0,950
10006842,The University of Liverpool,"15,995","13,190",0,0,"29,185"
10003958,Liverpool School of Tropical Medicine,195,80,0,0,270
10007820,Grŵp Llandrillo Menai,650,400,0,0,"1,050"
10007162,"University of the Arts, London","15,905","5,140",55,0,"21,105"
10013109,London Bridge Business Academy,145,110,0,0,255
10007769,London Business School,880,"1,580",0,0,"2,460"
10030391,London Churchill College Ltd,10,10,0,0,20
10007797,University of London (Institutes and activities),"2,775","3,265",5,0,"6,045"
10039082,City and Guilds of London Art School,175,80,0,0,255
10023434,London School of Commerce & IT Limited,205,180,0,0,385
10004036,London Film School Limited,170,175,0,0,345
10015506,The London College UCK,545,920,0,0,"1,465"
10004048,London Metropolitan University,"8,060","4,465",5,0,"12,525"
10032594,London School of Academics Ltd,105,85,0,0,190
10004078,London South Bank University,"10,460","8,070",10,0,"18,545"
10004063,London School of Economics and Political Science,"7,475","5,960",20,0,"13,455"
10007771,London School of Hygiene and Tropical Medicine,785,320,0,0,"1,105"
10022285,London School of Management Education,405,240,0,0,645
10004075,London School of Theology,160,185,0,0,345
10004079,London Studio Centre,295,25,0,0,325
10062810,The London School of Architecture,40,60,5,0,105
10008289,The London Institute of Banking & Finance,80,190,0,0,270
10004035,The Film Education Training Trust Limited,60,75,0,0,140
10004113,Loughborough University,"7,350","10,885",100,0,"18,335"
10009612,Luther King House Educational Trust,60,30,0,0,90
10004180,The Manchester Metropolitan University,"21,115","14,810",15,0,"35,940"
10007798,The University of Manchester,"25,075","19,555",0,0,"44,635"
10009527,Istituto Marangoni Limited,900,120,0,0,"1,020"
10023452,The Markfield Institute of Higher Education,45,80,0,0,125
10023453,Matrix College of Counselling and Psychotherapy Ltd,75,15,0,0,90
10020416,Missio Dei,20,40,0,0,60
10030776,St Mellitus College,335,270,0,0,605
10004320,The Metanoia Institute,330,95,0,0,425
10004351,Middlesex University,"11,765","8,395",0,0,"20,155"
10032277,The Minster Centre,130,35,0,0,170
10004450,Mountview Academy of Theatre Arts,240,185,0,0,430
10023777,Mont Rose College of Management and Sciences,495,320,0,0,820
10023454,Moorlands College,125,150,0,0,275
10000216,All Nations Christian College,35,35,0,0,70
10004538,Nazarene Theological College,65,95,0,0,160
10030129,Nelson College London Ltd,760,700,0,0,"1,460"
10023456,Newbold College,15,95,0,0,110
10007799,Newcastle University,"14,620","13,110",45,0,"27,775"
10048199,New College of the Humanities,185,125,0,0,310
10007832,Newman University,"2,185",655,0,0,"2,845"
10045289,St Nicholas Montessori Training Limited,5,0,0,0,5
10008397,Norland College,265,5,0,0,275
10007138,The University of Northampton,"8,675","5,365",5,0,"14,040"
10009614,Grŵp NPTC Group,35,160,0,0,195
10004740,Northern College of Acupuncture,150,20,0,0,170
10001282,University of Northumbria at Newcastle,"16,860","14,985",20,0,"31,860"
10004775,Norwich University of the Arts,"1,590",965,70,0,"2,620"
10007154,University of Nottingham,"19,350","16,300",135,0,"35,785"
10004797,The Nottingham Trent University,"21,130","17,835",30,0,"38,995"
10007773,The Open University,"95,635","56,590",20,0,"152,245"
10023445,ICOM,40,10,0,0,50
10004930,Oxford Brookes University,"10,505","7,280",10,0,"17,795"
10020439,Oxford Business College,5,10,0,0,20
10007774,The University of Oxford,"13,810","13,320",20,0,"27,150"
10006243,St Patrick's International College,215,70,0,0,280
10042570,Pearson College,680,710,5,0,"1,395"
10005127,Arts University Plymouth,890,330,0,0,"1,220"
10007801,University of Plymouth,"11,515","7,365",25,0,"18,905"
10019178,Point Blank Music School,110,605,0,0,720
10007155,The University of Portsmouth,"13,065","15,200",15,0,"28,280"
10083476,The Prince's Foundation,20,5,0,0,25
10005337,"Queen Margaret University, Edinburgh","4,625","1,265",25,0,"5,915"
10007775,Queen Mary University of London,"12,935","10,930",10,0,"23,870"
10025197,University Centre Quayside Limited,70,60,0,0,130
10009292,Royal Academy of Dramatic Art,110,80,0,0,190
10005544,Royal Academy of Dance,130,5,0,0,135
10005389,Ravensbourne University London,"1,255","1,310",0,0,"2,570"
10005470,"Richmond, The American International University in London",440,370,0,0,810
10007802,The University of Reading,"10,725","9,230",20,0,"19,980"
10086591,Regent's University London Limited,"1,015",850,0,0,"1,860"
10021100,Regents Theological College,90,110,0,0,200
10023871,Results Consortium Limited,15,5,0,0,20
10062833,Raindance Educational Services Limited,10,5,0,35,50
10008455,Regent College,"1,665","1,320",0,0,"2,985"
10005500,Robert Gordon University,"8,720","5,510",10,0,"14,240"
10007776,Roehampton University,"7,755","4,650",25,0,"12,430"
10005523,Rose Bruford College of Theatre and Performance,495,335,5,0,835
10007835,Royal Academy of Music,400,405,0,0,810
10005545,Royal Agricultural University,645,530,5,0,"1,175"
10007777,Royal College of Art,"1,950",765,5,0,"2,725"
10007778,Royal College of Music,515,410,0,0,925
10005561,Royal Conservatoire of Scotland,775,555,0,0,"1,330"
10007816,The Royal Central School of Speech and Drama,735,335,15,0,"1,085"
10005553,Royal Holloway and Bedford New College,"6,895","5,395",5,0,"12,295"
10007837,Royal Northern College of Music,440,455,0,0,895
10007779,The Royal Veterinary College,"2,040",525,5,0,"2,575"
10007803,The University of St. Andrews,"6,720","4,750",15,0,"11,485"
10007839,SAE Education Limited,180,555,10,0,745
10007782,"St George's, University of London","3,565","1,615",5,0,"5,185"
10008026,St Mary's University College,770,315,0,0,"1,085"
10007843,"St Mary's University, Twickenham","2,955","2,615",10,0,"5,580"
10007156,The University of Salford,"13,105","10,800",50,0,"23,955"
10021256,The Salvation Army,20,10,0,0,30
10008362,London School of Science and Technology Limited,295,265,0,0,560
10007780,SOAS University of London,"3,760","2,085",20,0,"5,865"
10005700,SRUC,"1,070",705,5,0,"1,780"
10005790,Sheffield Hallam University,"18,680","14,565",25,0,"33,270"
10007157,The University of Sheffield,"16,330","14,250",25,0,"30,605"
10023458,The Sherwood Psychotherapy Training Institute Limited,200,35,0,0,235
10006022,Solent University,"5,280","6,060",0,0,"11,340"
10007158,The University of Southampton,"11,205","10,190",5,0,"21,395"
10006093,Spurgeon's College,130,200,0,0,330
10006299,Staffordshire University,"8,720","9,110",20,0,"17,845"
10008098,Study Group,975,"1,585",0,0,"2,560"
10007804,The University of Stirling,"9,030","5,340",40,0,"14,410"
10037449,University of St Mark and St John,"1,670","1,380",0,0,"3,055"
10008010,Stranmillis University College,"1,050",260,0,0,"1,310"
10007805,The University of Strathclyde,"12,615","11,760",75,0,"24,450"
10014001,University of Suffolk,"7,130","5,490",0,0,"12,625"
10007159,The University of Sunderland,"11,340","7,120",35,0,"18,490"
10007160,The University of Surrey,"8,935","7,620",10,0,"16,565"
10007806,The University of Sussex,"10,760","8,635",20,0,"19,415"
10007855,Swansea University,"10,390","11,065",5,0,"21,465"
10007161,Teesside University,"11,915","9,345",20,0,"21,275"
10082743,ThinkSpace Education Limited,10,45,0,0,50
10008017,Trinity Laban Conservatoire of Music and Dance,835,410,0,0,"1,245"
10007858,University of Wales Trinity Saint David,"8,475","6,305",15,0,"14,795"
10068157,University Centre Peterborough,525,175,0,0,700
10007114,University of the Highlands and Islands,"6,505","3,860",45,0,"10,410"
10007807,Ulster University,"19,505","13,540",0,0,"33,045"
10039956,The University of Law,"9,365","4,220",10,0,"13,590"
10007784,University College London,"27,120","18,555",35,0,"45,715"
10007793,University of South Wales,"12,770","10,315",65,0,"23,150"
10007163,The University of Warwick,"14,115","13,790",205,0,"28,110"
10007361,Waverley Abbey College,205,30,0,0,235
10007164,"University of the West of England, Bristol","18,810","15,580",20,0,"34,410"
10007800,The University of the West of Scotland,"11,425","6,355",155,0,"17,935"
10032288,West Dean College,50,25,0,0,75
10006566,The University of West London,"8,970","6,120",75,0,"15,165"
10007165,The University of Westminster,"11,615","8,060",5,0,"19,680"
10003614,The University of Winchester,"5,350","2,815",65,0,"8,230"
10007166,The University of Wolverhampton,"12,210","7,075",15,0,"19,295"
10007139,University of Worcester,"7,305","2,805",0,0,"10,110"
10007657,Writtle University College,630,150,0,0,780
10007713,York St John University,"4,765","2,810",5,0,"7,580"
10007167,The University of York,"12,615","10,050",30,0,"22,695"
,Total,"1,568,795","1,177,525","5,505",35,"2,751,865"
