UKPRN,HE provider,Female,Male,Other,Not known,Total
10007151,The University of Lincoln,"7,270","6,200",0,0,"13,475"
10003956,Liverpool Hope University,"3,405","1,535",0,0,"4,940"
10003957,Liverpool John Moores University,"11,980","9,895",0,0,"21,875"
10003945,The Liverpool Institute for Performing Arts,385,330,0,0,720
10006842,The University of Liverpool,"13,500","11,275",0,0,"24,775"
10003958,Liverpool School of Tropical Medicine,275,150,0,0,425
10007162,"University of the Arts, London","13,465","4,725",15,0,"18,205"
10004060,London School of Business and Finance (UK) Limited,385,375,0,80,840
10013109,London Bridge Business Academy,90,50,0,0,140
10007769,London Business School,655,"1,420",0,0,"2,075"
10030391,London Churchill College Ltd,505,395,0,0,900
10018361,City of London College,70,125,0,0,195
10007797,University of London (Institutes and activities),110,85,0,0,195
10039082,City and Guilds of London Art School,60,20,0,25,105
10004006,London Centre of Contemporary Music,80,165,0,0,240
10015506,The London College UCK,385,360,0,0,745
10004048,London Metropolitan University,"7,820","4,870",0,0,"12,690"
10032594,London School of Academics Ltd,70,45,0,0,115
10004078,London South Bank University,"10,330","7,275",0,0,"17,605"
10004063,London School of Economics and Political Science,"5,375","5,055",10,0,"10,440"
10007771,London School of Hygiene and Tropical Medicine,815,395,0,0,"1,210"
10022285,London School of Management Education,160,95,0,0,255
10004075,London School of Theology,80,100,0,0,180
10022944,Stratford College London Limited,185,200,0,0,385
10004079,London Studio Centre,295,35,0,0,330
10000939,West London College,110,100,0,0,210
10008289,The London Institute of Banking & Finance,180,350,0,0,530
10004113,Loughborough University,"6,490","10,460",0,0,"16,950"
10009612,Luther King House Educational Trust,30,30,0,0,60
10004180,The Manchester Metropolitan University,"18,890","13,600",0,0,"32,485"
10007798,The University of Manchester,"21,020","18,685",0,0,"39,700"
10009527,Istituto Marangoni Limited,475,35,0,0,510
10023452,The Markfield Institute of Higher Education,10,15,0,0,25
10023453,Matrix College of Counselling and Psychotherapy Ltd,50,15,0,0,65
10020416,Missio Dei,40,55,0,0,95
10030776,St Mellitus College,170,180,0,0,350
10004320,The Metanoia Institute,75,20,0,0,100
10004351,Middlesex University,"11,325","7,780",0,0,"19,110"
10004365,Millennium Performing Arts Ltd,20,0,0,0,20
10004450,Mountview Academy of Theatre Arts,160,135,0,0,295
10023777,Mont Rose College of Management and Sciences,520,270,0,0,790
10023454,Moorlands College,90,105,0,0,195
10000216,All Nations Christian College,45,25,0,0,70
10004538,Nazarene Theological College,20,50,0,0,75
10030129,Nelson College London Ltd,320,510,0,0,830
10007799,Newcastle University,"11,945","11,850",0,0,"23,795"
10048199,New College of the Humanities,15,20,0,105,140
10007832,Newman University,"2,130",680,0,0,"2,810"
10045289,St Nicholas Montessori Training Limited,35,0,0,0,35
10008397,Norland College,215,0,0,0,215
10007138,The University of Northampton,"8,230","4,755",0,0,"12,985"
10023130,Nova College of Accounting and Business Ltd,65,15,0,105,190
10004740,Northern College of Acupuncture,75,15,0,0,95
10001282,University of Northumbria at Newcastle,"15,155","12,010",5,0,"27,165"
10004775,Norwich University of the Arts,"1,205",785,0,0,"1,995"
10007154,University of Nottingham,"17,570","14,540",10,0,"32,125"
10004797,The Nottingham Trent University,"15,605","12,300",20,0,"27,920"
10010227,Oak Hill College,25,125,0,0,150
10004879,Open College of the Arts,800,345,0,0,"1,145"
10007773,The Open University,"75,465","51,150",0,0,"126,620"
10023445,ICOM,45,5,0,0,55
10004930,Oxford Brookes University,"10,720","7,145",0,0,"17,865"
10020439,Oxford Business College,10,35,0,0,50
10007774,The University of Oxford,"11,775","13,065",20,0,"24,860"
10006243,St Patrick's International College,930,655,0,0,"1,585"
10042570,Pearson College,115,120,0,0,235
10005127,Arts University Plymouth,770,425,5,0,"1,200"
10007801,University of Plymouth,"12,965","10,190",0,0,"23,155"
10019178,Point Blank Music School,0,30,0,0,30
10007155,The University of Portsmouth,"9,830","12,230",0,0,"22,060"
10005337,"Queen Margaret University, Edinburgh","4,080","1,205",0,0,"5,285"
10007775,Queen Mary University of London,"9,145","7,990",5,0,"17,140"
10005544,Royal Academy of Dance,105,0,0,20,130
10005389,Ravensbourne University London,"1,030","1,165",0,0,"2,190"
10005470,"Richmond, The American International University in London",540,380,0,0,920
10007802,The University of Reading,"8,515","6,460",5,0,"14,980"
10003331,Regent's University London,"1,060",960,0,0,"2,015"
10021100,Regents Theological College,60,80,0,0,140
10008455,Regent College,465,430,0,0,895
10005500,Robert Gordon University,"7,560","5,190",0,0,"12,755"
10007776,Roehampton University,"6,330","2,685",0,0,"9,020"
10005523,Rose Bruford College of Theatre and Performance,415,345,0,0,760
10007835,Royal Academy of Music,375,385,0,0,760
10005545,Royal Agricultural University,545,655,0,0,"1,200"
10007777,Royal College of Art,"1,015",595,0,0,"1,610"
10007778,Royal College of Music,415,395,0,0,810
10005561,Royal Conservatoire of Scotland,605,480,0,0,"1,080"
10007816,The Royal Central School of Speech and Drama,690,350,0,0,"1,045"
10005553,Royal Holloway and Bedford New College,"5,980","4,005",0,0,"9,985"
10007837,Royal Northern College of Music,435,470,0,0,905
10007779,The Royal Veterinary College,"1,750",535,0,0,"2,290"
10007803,The University of St. Andrews,"6,210","4,530",5,0,"10,745"
10007839,SAE Education Limited,100,710,0,0,815
10007782,"St George's, University of London","4,195","1,730",0,0,"5,925"
10008026,St Mary's University College,730,310,0,0,"1,040"
10007843,"St Mary's University, Twickenham","3,065","2,470",0,0,"5,535"
10007156,The University of Salford,"10,945","9,575",0,0,"20,520"
10021256,The Salvation Army,25,30,0,0,55
10008362,London School of Science and Technology Limited,785,885,0,0,"1,670"
10007780,SOAS University of London,"3,855","2,220",0,0,"6,070"
10005700,SRUC,795,785,0,0,"1,580"
10005790,Sheffield Hallam University,"17,265","14,220",0,0,"31,485"
10007157,The University of Sheffield,"14,275","13,650",0,0,"27,925"
10053279,The Sherwood Institute,70,20,0,0,95
10005916,Slough Borough Council,75,10,0,0,85
10006022,Solent University,"4,500","6,785",0,0,"11,285"
10007158,The University of Southampton,"13,295","11,580",0,0,"24,875"
10006093,Spurgeon's College,60,95,0,0,155
10006299,Staffordshire University,"8,015","7,840",0,0,"15,855"
10007804,The University of Stirling,"7,435","4,405",0,0,"11,840"
10037449,University of St Mark and St John,"1,345","1,015",0,0,"2,365"
10008010,Stranmillis University College,"1,150",290,0,0,"1,440"
10007805,The University of Strathclyde,"10,910","10,510",50,0,"21,470"
10014001,University of Suffolk,"3,385","1,645",0,0,"5,030"
10007159,The University of Sunderland,"7,365","5,630",5,0,"12,995"
10007160,The University of Surrey,"8,370","6,680",0,0,"15,050"
10007806,The University of Sussex,"8,275","6,875",10,0,"15,155"
10007855,Swansea University,"8,230","9,215",0,0,"17,445"
10007161,Teesside University,"9,895","8,680",0,0,"18,575"
10037822,Tottenham Hotspur Foundation,10,85,0,0,95
10008017,Trinity Laban Conservatoire of Music and Dance,615,370,0,0,985
10007858,University of Wales Trinity Saint David,"5,605","4,315",5,0,"9,930"
10007114,University of the Highlands and Islands,"4,790","3,625",0,0,"8,415"
10007807,Ulster University,"14,060","11,095",0,0,"25,155"
10039956,The University of Law,460,225,0,0,685
10007784,University College London,"21,410","15,725",0,0,"37,135"
10007793,University of South Wales,"13,485","11,750",30,0,"25,265"
10008574,The University of Wales (central functions),0,5,0,0,5
10007163,The University of Warwick,"12,520","12,115",35,0,"24,665"
10007361,Waverley Abbey College,120,20,0,0,140
10007164,"University of the West of England, Bristol","15,490","12,225",0,0,"27,715"
10007800,The University of the West of Scotland,"9,805","5,735",10,0,"15,555"
10032288,West Dean College,20,10,0,0,30
10006566,The University of West London,"6,580","3,830",0,0,"10,410"
10007165,The University of Westminster,"11,955","8,240",0,0,"20,195"
10003614,The University of Winchester,"5,100","2,435",5,0,"7,540"
10023290,West London College of Business and Management Sciences Limited,535,380,5,0,915
10007166,The University of Wolverhampton,"11,970","7,815",0,0,"19,790"
10007139,University of Worcester,"6,950","3,510",0,0,"10,455"
10007657,Writtle University College,585,220,0,0,805
10007713,York St John University,"4,090","1,890",0,0,"5,980"
10007167,The University of York,"9,730","7,420",5,0,"17,155"
,Total,"1,314,730","1,017,245",510,345,"2,332,825"
