UKPRN,HE provider,Female,Male,Other,Not known,Total
10002681,Glasgow School of Art,"1,445",740,15,0,"2,195"
10007794,The University of Glasgow,"16,865","11,670",75,0,"28,615"
10007145,University of Gloucestershire,"4,940","3,565",5,0,"8,505"
10007833,Glyndŵr University,"3,460","2,955",0,0,"6,415"
10002718,Goldsmiths College,"6,160","3,185",0,0,"9,345"
10030408,Gower College Swansea,65,45,0,0,110
10002735,Grafton College,165,235,0,0,395
10007146,The University of Greenwich,"11,635","8,280",0,0,"19,915"
10007937,GSM London,"3,545","3,240",0,0,"6,785"
10007825,Guildhall School of Music and Drama,540,495,5,0,"1,035"
10040812,Harper Adams University,"2,700","2,710",0,0,"5,410"
10007764,Heriot-Watt University,"4,350","6,150",0,0,"10,500"
10007147,University of Hertfordshire,"14,285","10,290",0,0,"24,580"
10007765,Heythrop College,200,230,0,0,425
10007148,The University of Huddersfield,"10,235","8,045",0,0,"18,280"
10007149,The University of Hull,"9,140","7,390",0,0,"16,530"
10003239,ICON College of Technology and Management,645,385,0,0,"1,030"
10003270,"Imperial College of Science, Technology and Medicine","6,875","10,815",0,0,"17,690"
10035638,Institute of Contemporary Music Performance,305,530,5,0,835
10029682,The Islamic College,15,5,0,0,20
10021682,Kaplan Open Learning,375,220,0,0,595
10007767,Keele University,"6,175","4,425",0,0,"10,600"
10003566,Kensington College of Business,200,130,0,0,330
10007150,The University of Kent,"10,605","9,615",0,0,"20,220"
10003645,King's College London,"19,055","11,345",160,0,"30,565"
10008325,KLC School of Design,160,15,0,0,175
10003678,Kingston University,"10,980","8,425",65,0,"19,470"
10009285,Kogan Academy of Dramatic Arts,20,15,0,0,35
10007768,The University of Lancaster,"6,930","6,685",0,0,"13,615"
10003854,Leeds Arts University,"1,085",345,0,0,"1,425"
10003861,Leeds Beckett University,"13,280","11,605",0,0,"24,885"
10007795,The University of Leeds,"20,275","13,025",0,0,"33,300"
10003863,Leeds Trinity University,"2,375","1,250",0,0,"3,625"
10007796,The University of Leicester,"8,885","7,915",0,0,"16,800"
10007151,The University of Lincoln,"7,665","6,435",5,0,"14,105"
10003956,Liverpool Hope University,"3,580","1,655",5,0,"5,240"
10003957,Liverpool John Moores University,"12,220","10,225",0,0,"22,445"
10003945,The Liverpool Institute for Performing Arts,400,345,0,0,745
10006842,The University of Liverpool,"14,870","12,200",0,0,"27,070"
10003958,Liverpool School of Tropical Medicine,275,155,0,0,430
10007820,Grŵp Llandrillo Menai,670,510,0,0,"1,180"
10007162,"University of the Arts, London","13,530","4,735",25,0,"18,290"
10013109,London Bridge Business Academy,90,50,0,0,140
10007769,London Business School,665,"1,400",0,0,"2,060"
10030391,London Churchill College Ltd,510,460,0,0,970
10018361,City of London College,25,20,0,0,45
10007797,University of London (Institutes and activities),125,85,0,0,210
10039082,City and Guilds of London Art School,60,20,0,0,80
10057951,London College of Creative Media Limited,85,150,5,0,240
10015506,The London College UCK,410,395,0,0,810
10004048,London Metropolitan University,"7,575","4,570",0,0,"12,145"
10032594,London School of Academics Ltd,40,70,0,0,110
10004078,London South Bank University,"10,640","7,345",5,0,"17,985"
10004063,London School of Economics and Political Science,"5,885","5,315",10,0,"11,210"
10007771,London School of Hygiene and Tropical Medicine,930,415,0,0,"1,345"
10022285,London School of Management Education,135,85,0,0,220
10004075,London School of Theology,90,90,0,0,180
10022944,Stratford College London Limited,215,195,0,0,410
10004079,London Studio Centre,305,30,0,0,335
10000939,West London College,45,35,0,0,85
10008289,The London Institute of Banking & Finance,90,195,0,0,285
10004113,Loughborough University,"6,740","10,390",0,0,"17,130"
10009612,Luther King House Educational Trust,40,30,0,0,70
10004180,The Manchester Metropolitan University,"19,335","13,675",5,0,"33,010"
10007798,The University of Manchester,"21,630","18,860",0,0,"40,490"
10009527,Istituto Marangoni Limited,505,40,0,0,545
10023452,The Markfield Institute of Higher Education,15,25,0,0,40
10023453,Matrix College of Counselling and Psychotherapy Ltd,40,15,0,0,60
10020416,Missio Dei,35,50,0,0,85
10030776,St Mellitus College,195,200,0,0,395
10004320,The Metanoia Institute,100,20,0,0,120
10004351,Middlesex University,"11,610","7,895",0,0,"19,505"
10004365,Millennium Performing Arts Ltd,45,5,0,0,50
10004450,Mountview Academy of Theatre Arts,165,140,0,0,305
10023777,Mont Rose College of Management and Sciences,750,420,0,0,"1,175"
10023454,Moorlands College,100,105,0,0,205
10000216,All Nations Christian College,35,25,0,0,60
10004538,Nazarene Theological College,35,55,0,0,95
10030129,Nelson College London Ltd,480,575,0,0,"1,055"
10007799,Newcastle University,"12,690","12,285",5,0,"24,980"
10048199,New College of the Humanities,35,45,0,70,155
10007832,Newman University,"2,180",645,0,0,"2,830"
10045289,St Nicholas Montessori Training Limited,35,0,0,0,35
10008397,Norland College,240,5,0,0,240
10007138,The University of Northampton,"8,200","4,645",0,0,"12,850"
10009614,Grŵp NPTC Group,15,90,0,0,105
10004740,Northern College of Acupuncture,70,15,0,0,85
10001282,University of Northumbria at Newcastle,"14,830","11,835",5,0,"26,675"
10004775,Norwich University of the Arts,"1,315",855,10,0,"2,180"
10007154,University of Nottingham,"17,800","14,700",10,0,"32,515"
10004797,The Nottingham Trent University,"16,420","12,925",30,0,"29,370"
10010227,Oak Hill College,20,110,0,0,130
10007773,The Open University,"73,270","48,350",0,0,"121,620"
10023445,ICOM,40,10,0,0,50
10004930,Oxford Brookes University,"10,635","7,160",10,0,"17,805"
10020439,Oxford Business College,20,60,0,0,80
10007774,The University of Oxford,"11,560","13,080",10,0,"24,650"
10006243,St Patrick's International College,370,825,0,0,"1,195"
10042570,Pearson College,190,225,0,0,415
10005127,Arts University Plymouth,860,445,5,0,"1,315"
10007801,University of Plymouth,"12,305","9,340",0,0,"21,645"
10019178,Point Blank Music School,5,60,0,50,110
10007155,The University of Portsmouth,"10,485","13,015",0,0,"23,505"
10005337,"Queen Margaret University, Edinburgh","4,035","1,170",5,0,"5,210"
10007775,Queen Mary University of London,"10,210","8,670",5,0,"18,890"
10005544,Royal Academy of Dance,100,0,0,10,115
10005389,Ravensbourne University London,"1,140","1,140",5,0,"2,280"
10005470,"Richmond, The American International University in London",565,400,0,0,960
10007802,The University of Reading,"9,025","6,805",5,0,"15,840"
10003331,Regent's University London,"1,325","1,065",0,0,"2,385"
10021100,Regents Theological College,65,70,0,0,135
10008455,Regent College,550,555,0,0,"1,105"
10005500,Robert Gordon University,"7,560","4,970",0,0,"12,530"
10007776,Roehampton University,"6,905","3,295",5,0,"10,205"
10005523,Rose Bruford College of Theatre and Performance,410,320,0,0,730
10007835,Royal Academy of Music,405,415,0,0,820
10005545,Royal Agricultural University,605,675,0,0,"1,280"
10007777,Royal College of Art,"1,155",700,0,0,"1,855"
10007778,Royal College of Music,430,380,0,0,810
10005561,Royal Conservatoire of Scotland,670,485,0,0,"1,155"
10007816,The Royal Central School of Speech and Drama,740,360,0,0,"1,100"
10005553,Royal Holloway and Bedford New College,"6,075","4,250",0,0,"10,325"
10007837,Royal Northern College of Music,470,485,0,0,955
10007779,The Royal Veterinary College,"1,830",540,0,0,"2,375"
10007803,The University of St. Andrews,"6,030","4,300",0,0,"10,330"
10007839,SAE Education Limited,130,600,0,0,730
10007782,"St George's, University of London","3,225","1,625",0,0,"4,855"
10008026,St Mary's University College,690,300,0,0,990
10007843,"St Mary's University, Twickenham","3,065","2,465",0,0,"5,535"
10007156,The University of Salford,"10,855","9,105",40,0,"19,995"
10021256,The Salvation Army,30,25,0,0,55
10008362,London School of Science and Technology Limited,920,950,0,0,"1,870"
10007780,SOAS University of London,"4,075","2,285",0,0,"6,360"
10005700,SRUC,815,805,0,0,"1,620"
10005790,Sheffield Hallam University,"16,825","13,995",0,0,"30,815"
10007157,The University of Sheffield,"14,665","14,050",0,0,"28,715"
10053279,The Sherwood Institute,80,20,0,0,95
10005916,Slough Borough Council,80,5,0,0,85
10006022,Solent University,"4,570","6,490",0,0,"11,060"
10007158,The University of Southampton,"13,460","11,720",0,0,"25,180"
10006093,Spurgeon's College,75,130,0,0,205
10006299,Staffordshire University,"7,345","7,565",0,0,"14,910"
10007804,The University of Stirling,"7,720","4,350",0,0,"12,065"
10037449,University of St Mark and St John,"1,365","1,050",0,0,"2,415"
10008010,Stranmillis University College,"1,200",275,0,0,"1,475"
10007805,The University of Strathclyde,"11,775","11,125",55,0,"22,955"
10014001,University of Suffolk,"3,395","1,685",0,0,"5,080"
10007159,The University of Sunderland,"7,490","5,520",5,0,"13,020"
10007160,The University of Surrey,"8,970","7,090",0,0,"16,065"
10007806,The University of Sussex,"9,025","7,650",10,0,"16,685"
10007855,Swansea University,"8,905","10,260",0,0,"19,160"
10007161,Teesside University,"9,940","8,610",5,0,"18,555"
10037822,Tottenham Hotspur Foundation,5,85,0,0,90
10008017,Trinity Laban Conservatoire of Music and Dance,625,390,0,0,"1,015"
10007858,University of Wales Trinity Saint David,"5,400","4,350",5,0,"9,755"
10007114,University of the Highlands and Islands,"4,935","3,775",5,0,"8,720"
10007807,Ulster University,"13,810","10,835",0,0,"24,640"
10039956,The University of Law,"3,300","1,600",0,0,"4,900"
10007784,University College London,"21,845","16,060",0,0,"37,905"
10007793,University of South Wales,"12,760","10,660",45,0,"23,465"
10008574,The University of Wales (central functions),0,5,0,0,5
10007163,The University of Warwick,"12,540","12,455",50,0,"25,045"
10007361,Waverley Abbey College,125,15,0,0,140
10007164,"University of the West of England, Bristol","15,565","12,315",0,0,"27,880"
10007800,The University of the West of Scotland,"10,190","5,755",10,0,"15,955"
10032288,West Dean College,20,15,0,0,35
10006566,The University of West London,"6,405","3,965",20,0,"10,390"
10007165,The University of Westminster,"11,675","7,980",0,0,"19,650"
10003614,The University of Winchester,"5,075","2,455",10,0,"7,540"
10023290,West London College of Business and Management Sciences Limited,600,355,0,0,960
10007166,The University of Wolverhampton,"12,115","7,445",0,0,"19,560"
10007139,University of Worcester,"7,185","3,560",0,0,"10,745"
10007657,Writtle University College,590,190,0,0,775
10007713,York St John University,"4,080","1,860",0,0,"5,940"
10007167,The University of York,"10,025","7,865",10,0,"17,900"
,Total,"1,344,635","1,031,120","1,070",150,"2,376,975"
