UKPRN,HE provider,Female,Male,Other,Not known,Total
10004930,Oxford Brookes University,"10,260","7,195",15,0,"17,470"
10007774,The University of Oxford,"14,115","13,145",35,0,"27,290"
10066143,Paris Dauphine International,115,65,0,0,180
10006243,St Patrick's International College,60,20,0,0,80
10042570,Pearson College,405,530,5,0,940
10005127,Arts University Plymouth,790,270,0,0,"1,060"
10007801,University of Plymouth,"11,800","7,175",120,0,"19,095"
10019178,Point Blank Music School,115,660,0,0,775
10007155,The University of Portsmouth,"12,270","14,200",35,0,"26,500"
10083476,The Prince's Foundation,20,0,0,0,20
10005337,"Queen Margaret University, Edinburgh","4,860","1,360",30,0,"6,250"
10007775,Queen Mary University of London,"13,915","12,075",55,0,"26,045"
10025197,University Centre Quayside Limited,80,70,0,0,150
10009292,Royal Academy of Dramatic Art,110,80,5,0,195
10005544,Royal Academy of Dance,120,5,0,0,125
10005389,Ravensbourne University London,"1,275","1,285",25,0,"2,585"
10005470,"Richmond, The American International University in London",400,290,0,0,695
10007802,The University of Reading,"10,490","8,885",15,0,"19,390"
10086591,Regent's University London Limited,"1,045",815,0,0,"1,865"
10021100,Regents Theological College,85,80,0,0,165
10023871,Results Consortium Limited,75,30,0,0,105
10062833,Raindance Educational Services Limited,20,15,0,0,40
10008455,Regent College,"1,745","1,415",0,0,"3,160"
10005500,Robert Gordon University,"9,165","5,795",10,0,"14,970"
10007776,Roehampton University,"7,390","4,920",20,0,"12,335"
10005523,Rose Bruford College of Theatre and Performance,645,450,15,0,"1,105"
10007835,Royal Academy of Music,405,385,0,0,790
10005545,Royal Agricultural University,660,580,0,0,"1,240"
10007777,Royal College of Art,"1,805",745,25,0,"2,575"
10007778,Royal College of Music,530,460,5,0,995
10005561,Royal Conservatoire of Scotland,730,510,5,0,"1,245"
10007816,The Royal Central School of Speech and Drama,750,320,15,0,"1,085"
10005553,Royal Holloway and Bedford New College,"7,030","5,450",0,0,"12,480"
10007837,Royal Northern College of Music,405,465,5,0,870
10007779,The Royal Veterinary College,"2,080",510,0,0,"2,590"
10007803,The University of St. Andrews,"6,955","4,835",35,0,"11,820"
10007839,SAE Education Limited,185,555,10,0,745
10007782,"St George's, University of London","3,335","1,485",5,0,"4,825"
10008026,St Mary's University College,755,285,0,0,"1,040"
10007843,"St Mary's University, Twickenham","3,085","2,805",10,0,"5,895"
10007156,The University of Salford,"14,015","11,170",235,0,"25,415"
10021256,The Salvation Army,25,15,0,0,40
10008362,London School of Science and Technology Limited,115,100,0,0,215
10007780,SOAS University of London,"3,985","2,280",30,0,"6,295"
10005700,SRUC,"1,075",620,5,0,"1,700"
10005790,Sheffield Hallam University,"19,415","15,080",40,0,"34,535"
10007157,The University of Sheffield,"16,525","14,295",45,0,"30,860"
10023458,The Sherwood Psychotherapy Training Institute Limited,180,35,5,0,215
10006022,Solent University,"4,845","5,220",0,0,"10,070"
10007158,The University of Southampton,"12,675","11,110",10,0,"23,795"
10006093,Spurgeon's College,130,145,0,0,280
10006299,Staffordshire University,"8,885","9,550",30,0,"18,460"
10008098,Study Group,975,"2,070",0,0,"3,040"
10007804,The University of Stirling,"9,130","5,710",55,0,"14,895"
10037449,University of St Mark and St John,"1,595","1,295",0,0,"2,890"
10008010,Stranmillis University College,"1,070",255,0,0,"1,325"
10007805,The University of Strathclyde,"13,270","12,365",85,0,"25,715"
10014001,University of Suffolk,"7,995","6,550",5,0,"14,555"
10007159,The University of Sunderland,"12,225","7,710",40,0,"19,975"
10007160,The University of Surrey,"8,610","6,950",15,0,"15,575"
10007806,The University of Sussex,"11,015","8,820",30,0,"19,865"
10007855,Swansea University,"10,900","11,310",80,0,"22,290"
10083403,The Engineering and Design Institute London,10,15,0,0,25
10007161,Teesside University,"12,830","9,855",15,0,"22,695"
10082743,ThinkSpace Education Limited,15,75,0,0,90
10008017,Trinity Laban Conservatoire of Music and Dance,890,455,0,0,"1,340"
10007858,University of Wales Trinity Saint David,"8,515","6,505",25,0,"15,045"
10068157,University Centre Peterborough,560,190,0,0,750
10007114,University of the Highlands and Islands,"6,395","3,565",45,0,"10,005"
10007807,Ulster University,"20,180","14,275",95,0,"34,550"
10039956,The University of Law,"10,455","4,760",15,0,"15,235"
10007784,University College London,"28,455","18,325",50,0,"46,830"
10007793,University of South Wales,"12,580","10,610",80,0,"23,270"
10029843,Waltham International College Limited,5,5,0,0,10
10007163,The University of Warwick,"14,285","14,260",280,0,"28,825"
10007361,Waverley Abbey College,215,35,0,0,250
10007164,"University of the West of England, Bristol","20,105","17,035",30,0,"37,170"
10007800,The University of the West of Scotland,"12,545","7,495",30,0,"20,070"
10032288,West Dean College,235,40,5,0,280
10006566,The University of West London,"10,405","8,205",85,0,"18,695"
10007165,The University of Westminster,"12,165","8,740",10,0,"20,915"
10003614,The University of Winchester,"5,515","2,660",105,0,"8,280"
10007166,The University of Wolverhampton,"13,320","6,905",25,0,"20,250"
10007139,University of Worcester,"7,245","2,650",5,0,"9,900"
10007657,Writtle University College,670,160,0,0,830
10007713,York St John University,"4,875","3,000",60,0,"7,935"
10007167,The University of York,"13,205","10,180",40,0,"23,420"
,Total,"1,633,425","1,221,780","7,410",0,"2,862,620"
