UKPRN,HE provider,Female,Male,Other,Not known,Total
10001478,"City, University of London","10,155","8,125",0,0,"18,280"
10013357,The Academy of Contemporary Music,160,605,0,0,765
10001653,Conservatoire for Dance and Drama,740,520,0,0,"1,260"
10007761,Courtauld Institute of Art,375,95,0,0,470
10001726,Coventry University,"13,150","14,445",5,0,"27,600"
10007822,Cranfield University,985,"3,165",0,0,"4,150"
10006427,University for the Creative Arts,"3,365","1,440",0,0,"4,805"
10007842,University of Cumbria,"6,220","2,850",0,0,"9,065"
10001883,De Montfort University,"11,310","8,340",0,0,"19,650"
10007851,University of Derby,"8,970","6,965",0,0,"15,935"
10007852,The University of Dundee,"9,460","5,720",0,0,"15,180"
10007143,University of Durham,"9,490","8,110",0,0,"17,595"
10007789,The University of East Anglia,"9,790","6,375",0,0,"16,165"
10007144,The University of East London,"9,940","5,910",5,0,"15,855"
10007823,Edge Hill University,"11,120","5,050",0,0,"16,170"
10007772,Edinburgh Napier University,"7,400","5,725",0,0,"13,125"
10007790,The University of Edinburgh,"17,115","11,760",5,0,"28,880"
10022047,Empire College London Limited,65,55,0,0,120
10007791,The University of Essex,"8,140","6,295",0,0,"14,435"
10002113,East End Computing and Business College Limited,200,285,0,0,485
10008229,EThames Graduate School Limited,370,215,0,0,585
10007792,The University of Exeter,"11,260","9,295",0,0,"20,555"
10008640,Falmouth University,"2,580","1,700",0,0,"4,280"
10033187,Fairfield School of Business Ltd,335,250,0,0,585
10045476,Met Film School Limited,65,80,0,0,145
10004511,The National Film and Television School,90,130,0,0,225
10038763,ForMission Ltd,60,90,0,0,155
10022087,Futureworks,20,160,0,0,180
10007762,Glasgow Caledonian University,"9,960","6,970",0,0,"16,930"
10002681,Glasgow School of Art,"1,145",680,15,0,"1,840"
10007794,The University of Glasgow,"15,665","11,150",0,0,"26,815"
10007145,University of Gloucestershire,"4,530","3,325",0,0,"7,855"
10007833,Glyndŵr University,"3,550","3,220",0,0,"6,765"
10002718,Goldsmiths College,"5,410","2,755",0,0,"8,165"
10002735,Grafton College,380,600,0,0,975
10007146,The University of Greenwich,"11,995","9,300",0,0,"21,295"
10007937,GSM London,"3,265","3,945",0,0,"7,215"
10007825,Guildhall School of Music and Drama,445,460,0,0,905
10040812,Harper Adams University,"2,545","2,500",0,0,"5,045"
10007764,Heriot-Watt University,"4,400","6,305",0,0,"10,705"
10007147,University of Hertfordshire,"14,205","10,675",0,0,"24,880"
10007765,Heythrop College,315,390,0,0,700
10042194,Holborn College Limited,195,225,0,0,425
10007148,The University of Huddersfield,"11,170","8,445",0,0,"19,620"
10007149,The University of Hull,"9,265","7,745",0,0,"17,010"
10003239,ICON College of Technology and Management,795,675,0,0,"1,465"
10003270,"Imperial College of Science, Technology and Medicine","6,200","10,410",0,0,"16,610"
10007766,Institute of Education,"4,185","1,480",0,0,"5,670"
10035638,Institute of Contemporary Music Performance,260,460,5,0,725
10007767,Keele University,"5,635","4,000",0,0,"9,635"
10003566,Kensington College of Business,165,105,0,0,270
10007150,The University of Kent,"9,970","9,015",0,0,"18,985"
10003645,King's College London,"18,395","10,320",10,0,"28,720"
10003678,Kingston University,"11,970","9,875",70,0,"21,915"
10007768,The University of Lancaster,"6,660","6,310",0,0,"12,965"
10003854,Leeds Arts University,865,305,0,0,"1,170"
10003861,Leeds Beckett University,"13,600","12,425",0,0,"26,025"
10007795,The University of Leeds,"18,600","12,430",0,0,"31,030"
10003863,Leeds Trinity University,"2,325","1,180",0,0,"3,505"
10007796,The University of Leicester,"9,860","8,135",0,0,"17,995"
10007151,The University of Lincoln,"7,125","6,140",0,0,"13,265"
10003956,Liverpool Hope University,"3,710","1,835",0,0,"5,550"
10003957,Liverpool John Moores University,"11,240","9,395",0,0,"20,635"
10003945,The Liverpool Institute for Performing Arts,355,360,0,0,715
10006842,The University of Liverpool,"12,175","10,540",0,0,"22,715"
10007162,"University of the Arts, London","13,200","4,565",10,0,"17,775"
10004060,London School of Business and Finance (UK) Limited,"1,520","1,290",0,0,"2,810"
10013109,London Bridge Business Academy,70,45,0,0,115
10007769,London Business School,530,"1,260",0,0,"1,790"
10030391,London Churchill College Ltd,385,380,0,0,765
10018361,City of London College,370,440,0,15,825
10007797,University of London (Institutes and activities),135,100,0,0,235
10004006,London Centre of Contemporary Music,85,155,0,0,235
10015506,The London College UCK,410,390,0,0,800
10004048,London Metropolitan University,"8,555","5,545",0,0,"14,100"
10032594,London School of Academics Ltd,45,35,0,0,80
10004078,London South Bank University,"10,175","7,560",0,0,"17,735"
10004063,London School of Economics and Political Science,"5,455","5,130",10,0,"10,600"
10007771,London School of Hygiene and Tropical Medicine,875,370,0,0,"1,245"
10022285,London School of Management Education,95,35,0,0,130
10004075,London School of Theology,100,90,0,0,195
10022944,Stratford College London Limited,85,160,0,0,245
10004079,London Studio Centre,290,30,0,0,320
10000939,West London College,175,170,0,0,345
10008289,The London Institute of Banking & Finance,355,675,0,0,"1,025"
10004113,Loughborough University,"5,820","9,770",0,0,"15,590"
10004180,The Manchester Metropolitan University,"18,295","13,060",0,0,"31,355"
10007798,The University of Manchester,"20,310","18,280",0,0,"38,590"
10020416,Missio Dei,50,60,0,0,105
10030776,St Mellitus College,120,145,0,0,265
10004351,Middlesex University,"10,420","7,065",0,0,"17,480"
10004450,Mountview Academy of Theatre Arts,165,135,0,0,300
10023777,Mont Rose College of Management and Sciences,390,265,0,0,655
10023454,Moorlands College,80,115,0,0,195
10004538,Nazarene Theological College,25,45,0,0,65
10030129,Nelson College London Ltd,380,630,0,0,"1,005"
10007799,Newcastle University,"11,345","11,770",0,0,"23,110"
10007832,Newman University,"2,045",680,0,0,"2,725"
10008397,Norland College,135,0,0,0,135
10007138,The University of Northampton,"8,390","4,895",0,0,"13,285"
10004740,Northern College of Acupuncture,75,20,0,0,95
10001282,University of Northumbria at Newcastle,"15,135","11,940",0,0,"27,075"
10004775,Norwich University of the Arts,"1,135",745,0,0,"1,875"
10007154,University of Nottingham,"17,515","14,395",0,0,"31,910"
10004797,The Nottingham Trent University,"14,755","12,120",15,0,"26,890"
10007773,The Open University,"78,575","53,785",0,0,"132,360"
10004930,Oxford Brookes University,"10,480","6,980",0,0,"17,460"
10007774,The University of Oxford,"12,510","13,465",25,0,"26,005"
10006243,St Patrick's International College,"2,670","1,105",0,0,"3,775"
10042570,Pearson College,75,80,0,0,155
10005127,Arts University Plymouth,615,375,0,0,995
10007801,University of Plymouth,"14,165","11,730",0,0,"25,895"
10007155,The University of Portsmouth,"9,560","12,065",0,0,"21,625"
10005337,"Queen Margaret University, Edinburgh","4,030","1,240",0,0,"5,270"
10007775,Queen Mary University of London,"8,475","7,485",5,0,"15,960"
10005544,Royal Academy of Dance,120,0,0,0,125
10005389,Ravensbourne University London,910,"1,145",0,0,"2,055"
10005470,"Richmond, The American International University in London",505,330,5,0,840
10007802,The University of Reading,"8,040","6,285",0,0,"14,325"
10003331,Regent's University London,"1,035","1,060",0,0,"2,100"
10021100,Regents Theological College,75,90,0,0,165
10008455,Regent College,340,255,0,0,595
10005500,Robert Gordon University,"7,725","5,515",0,0,"13,240"
10007776,Roehampton University,"5,570","2,080",0,0,"7,650"
10005523,Rose Bruford College of Theatre and Performance,450,340,0,0,790
10007835,Royal Academy of Music,375,400,0,0,775
10005545,Royal Agricultural University,575,610,0,0,"1,185"
10007777,Royal College of Art,910,530,0,0,"1,445"
10007778,Royal College of Music,410,400,0,0,810
10005561,Royal Conservatoire of Scotland,535,450,0,0,985
10007816,The Royal Central School of Speech and Drama,660,330,0,0,995
10005553,Royal Holloway and Bedford New College,"5,900","4,015",0,0,"9,915"
10007837,Royal Northern College of Music,385,420,0,0,805
10007779,The Royal Veterinary College,"1,600",545,0,0,"2,145"
10007803,The University of St. Andrews,"6,180","4,480",0,0,"10,660"
10007839,SAE Education Limited,110,805,0,0,915
10007782,"St George's, University of London","3,860","1,650",0,0,"5,505"
10008026,St Mary's University College,835,325,0,0,"1,155"
10007843,"St Mary's University, Twickenham","3,075","2,260",0,0,"5,335"
10007156,The University of Salford,"9,970","8,950",0,0,"18,920"
10008362,London School of Science and Technology Limited,755,785,0,0,"1,540"
10007780,SOAS University of London,"3,695","2,215",0,0,"5,910"
10005700,SRUC,750,865,0,0,"1,615"
10005790,Sheffield Hallam University,"17,090","14,440",0,0,"31,530"
10007157,The University of Sheffield,"13,950","13,250",0,0,"27,195"
10005916,Slough Borough Council,70,10,0,0,75
10006022,Solent University,"4,510","6,795",0,0,"11,305"
10007158,The University of Southampton,"12,840","10,955",0,0,"23,795"
10006299,Staffordshire University,"8,870","8,865",0,0,"17,735"
10007804,The University of Stirling,"6,990","4,110",0,0,"11,100"
10037449,University of St Mark and St John,"1,410","1,010",0,0,"2,420"
10008010,Stranmillis University College,"1,270",285,0,0,"1,555"
10007805,The University of Strathclyde,"10,710","10,420",80,0,"21,210"
10014001,University of Suffolk,"3,365","1,695",0,0,"5,060"
10007159,The University of Sunderland,"7,500","6,195",0,0,"13,695"
10007160,The University of Surrey,"8,075","6,225",0,0,"14,300"
10007806,The University of Sussex,"7,405","6,130",0,0,"13,535"
10007855,Swansea University,"7,620","8,405",0,0,"16,020"
10032299,Tech Music Schools,355,845,0,0,"1,200"
10007161,Teesside University,"9,795","8,130",0,0,"17,920"
10037822,Tottenham Hotspur Foundation,10,85,0,0,95
10008017,Trinity Laban Conservatoire of Music and Dance,595,365,0,0,960
10007858,University of Wales Trinity Saint David,"5,700","4,720",5,0,"10,425"
10007114,University of the Highlands and Islands,"4,485","3,365",0,0,"7,850"
10007807,Ulster University,"14,375","11,705",0,0,"26,085"
10039956,The University of Law,320,165,0,0,485
10007784,University College London,"16,220","13,725",0,0,"29,945"
10007793,University of South Wales,"14,145","13,535",30,0,"27,710"
10008574,The University of Wales (central functions),0,0,0,0,5
10007163,The University of Warwick,"11,835","11,830",20,0,"23,685"
10007164,"University of the West of England, Bristol","14,805","11,860",0,0,"26,670"
10007800,The University of the West of Scotland,"9,195","5,535",0,0,"14,730"
10006566,The University of West London,"6,575","3,915",0,0,"10,490"
10007165,The University of Westminster,"12,125","8,340",0,0,"20,465"
10003614,The University of Winchester,"5,050","2,435",0,0,"7,485"
10023290,West London College of Business and Management Sciences Limited,510,550,0,0,"1,060"
10007166,The University of Wolverhampton,"11,245","7,815",0,0,"19,065"
10007139,University of Worcester,"6,660","3,410",0,0,"10,065"
10007657,Writtle University College,530,235,0,0,760
10007713,York St John University,"4,430","2,120",0,0,"6,550"
10007167,The University of York,"9,500","7,330",5,0,"16,835"
,Total,"1,297,405","1,018,025",395,15,"2,315,840"
