UKPRN,HE provider,Female,Male,Other,Not known,Total
10007163,The University of Warwick,"13,595","13,110",125,0,"26,825"
10007361,Waverley Abbey College,165,20,0,0,185
10007164,"University of the West of England, Bristol","16,765","13,915",5,0,"30,680"
10007800,The University of the West of Scotland,"10,545","5,560",5,0,"16,105"
10032288,West Dean College,40,20,0,0,60
10006566,The University of West London,"7,185","4,750",55,0,"11,985"
10007165,The University of Westminster,"11,650","7,815",5,0,"19,470"
10003614,The University of Winchester,"5,305","2,660",35,0,"8,000"
10007166,The University of Wolverhampton,"11,760","7,100",10,0,"18,875"
10007139,University of Worcester,"7,030","3,150",0,0,"10,180"
10007657,Writtle University College,600,165,0,0,765
10007713,York St John University,"4,490","2,505",5,0,"7,000"
10007167,The University of York,"11,035","8,735",20,0,"19,790"
,Total,"1,440,355","1,087,945","3,860",0,"2,532,165"
