UKPRN,HE provider,Female,Male,Other,Not known,Total
10004320,The Metanoia Institute,390,95,0,0,490
10004351,Middlesex University,"11,700","7,990",0,0,"19,690"
10004365,Millennium Performing Arts Ltd,95,10,0,0,105
10032277,The Minster Centre,100,30,0,0,125
10004450,Mountview Academy of Theatre Arts,205,180,0,0,385
10023777,Mont Rose College of Management and Sciences,780,445,0,0,"1,225"
10023454,Moorlands College,120,145,0,0,265
10000216,All Nations Christian College,45,25,0,10,80
10004538,Nazarene Theological College,120,140,0,0,260
10030129,Nelson College London Ltd,515,530,0,0,"1,045"
10007799,Newcastle University,"13,525","12,935",10,0,"26,470"
10048199,New College of the Humanities,70,75,0,25,170
10007832,Newman University,"2,130",625,0,0,"2,760"
10045289,St Nicholas Montessori Training Limited,25,0,0,0,25
10008397,Norland College,265,5,0,0,270
10007138,The University of Northampton,"7,755","4,220",0,0,"11,975"
10009614,Grŵp NPTC Group,10,120,0,0,130
10004740,Northern College of Acupuncture,120,25,0,0,145
10001282,University of Northumbria at Newcastle,"14,815","11,820",10,0,"26,645"
10004775,Norwich University of the Arts,"1,360",840,15,0,"2,215"
10007154,University of Nottingham,"18,030","15,060",10,0,"33,100"
10004797,The Nottingham Trent University,"17,335","13,515",40,0,"30,890"
10010227,Oak Hill College,20,120,0,0,140
10007773,The Open University,"71,700","46,235",5,0,"117,935"
10023445,ICOM,50,10,0,0,55
10004930,Oxford Brookes University,"10,215","6,945",10,0,"17,170"
10020439,Oxford Business College,20,35,0,20,75
10007774,The University of Oxford,"11,865","13,030",20,0,"24,915"
10006243,St Patrick's International College,"1,615","1,440",0,0,"3,055"
10042570,Pearson College,345,470,0,0,815
10005127,Arts University Plymouth,980,435,0,0,"1,415"
10007801,University of Plymouth,"11,765","8,995",5,0,"20,765"
10019178,Point Blank Music School,10,140,0,160,310
10007155,The University of Portsmouth,"11,150","13,245",0,0,"24,395"
10005337,"Queen Margaret University, Edinburgh","4,020","1,145",10,0,"5,175"
10007775,Queen Mary University of London,"10,935","9,135",5,0,"20,070"
10005544,Royal Academy of Dance,120,5,0,0,125
10005389,Ravensbourne University London,"1,275","1,245",5,0,"2,530"
10005470,"Richmond, The American International University in London",490,390,0,0,880
10007802,The University of Reading,"9,705","7,285",10,0,"16,995"
10003331,Regent's University London,"1,365","1,065",0,0,"2,430"
10021100,Regents Theological College,85,155,0,0,240
10008455,Regent College,605,585,0,0,"1,190"
10005500,Robert Gordon University,"7,665","4,865",0,0,"12,530"
10007776,Roehampton University,"7,810","4,095",5,0,"11,910"
10005523,Rose Bruford College of Theatre and Performance,415,320,5,0,740
10007835,Royal Academy of Music,415,430,0,0,845
10005545,Royal Agricultural University,585,600,0,0,"1,190"
10007777,Royal College of Art,"1,395",755,0,0,"2,155"
10007778,Royal College of Music,435,405,0,0,840
10005561,Royal Conservatoire of Scotland,695,520,0,0,"1,210"
10007816,The Royal Central School of Speech and Drama,740,345,5,0,"1,090"
10005553,Royal Holloway and Bedford New College,"6,135","4,425",0,0,"10,565"
10007837,Royal Northern College of Music,475,465,0,0,940
10007779,The Royal Veterinary College,"1,995",550,0,0,"2,545"
10007803,The University of St. Andrews,"6,275","4,455",5,0,"10,735"
10007839,SAE Education Limited,160,565,0,0,725
10007782,"St George's, University of London","3,255","1,670",0,0,"4,925"
10008026,St Mary's University College,715,285,0,0,"1,000"
10007843,"St Mary's University, Twickenham","2,920","2,390",0,0,"5,310"
10007156,The University of Salford,"11,010","9,240",40,0,"20,290"
10021256,The Salvation Army,25,15,0,0,45
10008362,London School of Science and Technology Limited,"1,030",910,0,0,"1,940"
10007780,SOAS University of London,"4,065","2,205",0,0,"6,270"
10005700,SRUC,870,865,0,0,"1,740"
10005790,Sheffield Hallam University,"16,820","13,910",0,0,"30,730"
10007157,The University of Sheffield,"15,595","14,085",0,0,"29,675"
10053279,The Sherwood Institute,175,45,0,0,220
10005916,Slough Borough Council,80,5,0,0,85
10006022,Solent University,"4,500","6,075",0,0,"10,575"
10007158,The University of Southampton,"13,175","11,445",0,0,"24,625"
10006093,Spurgeon's College,115,205,0,0,320
10006299,Staffordshire University,"7,075","7,275",0,0,"14,345"
10007804,The University of Stirling,"8,080","4,500",0,0,"12,585"
10037449,University of St Mark and St John,"1,355","1,280",0,0,"2,635"
10008010,Stranmillis University College,"1,245",275,0,0,"1,520"
10007805,The University of Strathclyde,"11,345","10,885",65,0,"22,295"
10014001,University of Suffolk,"3,520","1,855",0,0,"5,375"
10007159,The University of Sunderland,"8,200","5,865",5,0,"14,070"
10007160,The University of Surrey,"9,290","7,650",5,0,"16,945"
10007806,The University of Sussex,"9,805","7,980",10,0,"17,800"
10007855,Swansea University,"9,465","10,950",0,0,"20,415"
10007161,Teesside University,"10,110","8,255",10,0,"18,375"
10037822,Tottenham Hotspur Foundation,0,75,0,0,75
10008017,Trinity Laban Conservatoire of Music and Dance,705,375,0,0,"1,080"
10007858,University of Wales Trinity Saint David,"5,660","4,610",5,0,"10,280"
10007114,University of the Highlands and Islands,"5,490","3,825",10,0,"9,325"
10007807,Ulster University,"13,270","10,445",0,0,"23,715"
10039956,The University of Law,"5,475","2,870",5,0,"8,350"
10007784,University College London,"23,370","16,645",0,0,"40,015"
10007793,University of South Wales,"12,630","10,180",50,0,"22,860"
10008574,The University of Wales (central functions),0,5,0,0,5
10029843,Waltham International College Limited,25,15,0,0,40
10007163,The University of Warwick,"12,860","12,805",40,0,"25,705"
10007361,Waverley Abbey College,120,20,0,0,140
10007164,"University of the West of England, Bristol","16,145","12,640",0,0,"28,790"
10007800,The University of the West of Scotland,"10,650","5,770",10,0,"16,435"
10032288,West Dean College,50,20,0,0,70
10006566,The University of West London,"6,670","4,080",20,0,"10,770"
10007165,The University of Westminster,"11,495","7,745",0,0,"19,245"
10003614,The University of Winchester,"5,135","2,440",10,0,"7,585"
10023290,West London College of Business and Management Sciences Limited,370,240,0,0,610
10007166,The University of Wolverhampton,"12,435","7,190",5,0,"19,630"
10007139,University of Worcester,"7,365","3,430",0,0,"10,800"
10007657,Writtle University College,625,185,0,0,805
10007713,York St John University,"4,215","2,030",0,0,"6,250"
10007167,The University of York,"10,695","8,115",15,0,"18,825"
,Total,"1,372,390","1,040,310","1,765",280,"2,414,745"
